unit_id,build_date,production_line,shift,test_station,firmware_version,heart_rate_error_bpm,response_time_seconds,signal_quality_score,test_status,defect_category,rework_required
WHRM-01163,2026-07-14,Line A,Day,TS-02,FW-SIM-0.2,2.16,5.55,95.3,Fail,Slow response time,Yes
WHRM-01164,2026-07-14,Line B,Evening,TS-01,FW-SIM-0.2,3.12,3.22,92.5,Pass,None,No
WHRM-01165,2026-07-14,Line C,Day,TS-03,FW-SIM-0.2,3.53,3.79,89.6,Pass,None,No
WHRM-01166,2026-07-14,Line A,Day,TS-03,FW-SIM-0.2,2.69,5.28,86.1,Fail,Slow response time,Yes
WHRM-01167,2026-07-14,Line B,Day,TS-01,FW-SIM-0.2,1.76,4.16,97.1,Pass,None,No
WHRM-01168,2026-07-14,Line A,Day,TS-01,FW-SIM-0.2,1.55,2.99,95.0,Pass,None,No
WHRM-01169,2026-07-14,Line A,Evening,TS-03,FW-SIM-0.2,4.06,4.43,87.3,Pass,None,No
WHRM-01170,2026-07-14,Line C,Day,TS-03,FW-SIM-0.2,2.63,4.76,87.2,Pass,None,No
WHRM-01171,2026-07-14,Line B,Day,TS-01,FW-SIM-0.2,4.23,5.02,92.4,Fail,Slow response time,Yes
WHRM-01172,2026-07-14,Line B,Day,TS-02,FW-SIM-0.2,2.84,5.53,87.4,Fail,Slow response time,Yes
WHRM-01173,2026-07-14,Line A,Day,TS-02,FW-SIM-0.2,5.05,3.63,87.4,Fail,High heart-rate error,Yes
WHRM-01174,2026-07-14,Line B,Evening,TS-03,FW-SIM-0.2,0.1,4.61,80.4,Fail,Low signal quality,Yes
WHRM-01175,2026-07-14,Line A,Day,TS-02,FW-SIM-0.2,4.96,4.86,95.4,Pass,None,No
WHRM-01176,2026-07-14,Line A,Evening,TS-01,FW-SIM-0.2,2.53,3.94,93.1,Pass,None,No
WHRM-01177,2026-07-14,Line C,Evening,TS-01,FW-SIM-0.2,2.93,3.51,89.8,Pass,None,No
WHRM-01178,2026-07-14,Line B,Day,TS-01,FW-SIM-0.2,1.85,4.61,100.0,Pass,None,No
WHRM-01179,2026-07-14,Line A,Day,TS-02,FW-SIM-0.2,3.67,4.48,83.4,Pass,None,No
WHRM-01180,2026-07-14,Line A,Day,TS-03,FW-SIM-0.2,0.36,4.01,90.2,Pass,None,No
WHRM-01181,2026-07-14,Line A,Evening,TS-03,FW-SIM-0.2,3.71,4.94,95.8,Pass,None,No
WHRM-01182,2026-07-14,Line C,Day,TS-02,FW-SIM-0.2,4.61,5.19,93.1,Fail,Slow response time,Yes
WHRM-01183,2026-07-14,Line B,Day,TS-02,FW-SIM-0.2,3.49,4.85,97.4,Pass,None,No
WHRM-01184,2026-07-14,Line B,Day,TS-02,FW-SIM-0.2,1.31,4.38,91.9,Pass,None,No
WHRM-01185,2026-07-14,Line A,Day,TS-03,FW-SIM-0.2,0.29,4.9,91.9,Pass,None,No
WHRM-01186,2026-07-14,Line C,Day,TS-03,FW-SIM-0.2,2.51,4.38,86.0,Pass,None,No
WHRM-01187,2026-07-14,Line B,Day,TS-02,FW-SIM-0.2,1.86,4.25,88.8,Pass,None,No
WHRM-01188,2026-07-14,Line C,Day,TS-03,FW-SIM-0.2,2.53,4.01,85.6,Pass,None,No
WHRM-01189,2026-07-14,Line B,Day,TS-01,FW-SIM-0.2,3.61,5.4,87.9,Fail,Slow response time,No
WHRM-01190,2026-07-14,Line B,Day,TS-03,FW-SIM-0.2,2.31,3.84,92.3,Pass,None,No
WHRM-01191,2026-07-14,Line B,Day,TS-02,FW-SIM-0.2,3.56,2.96,92.8,Pass,None,No
WHRM-01192,2026-07-14,Line C,Day,TS-01,FW-SIM-0.2,4.52,5.0,95.5,Fail,Slow response time,Yes
WHRM-01193,2026-07-14,Line A,Evening,TS-01,FW-SIM-0.2,0.1,4.81,100.0,Pass,None,No
WHRM-01194,2026-07-14,Line A,Day,TS-02,FW-SIM-0.2,4.45,5.0,100.0,Pass,None,No
WHRM-01195,2026-07-14,Line A,Day,TS-02,FW-SIM-0.2,1.49,4.44,89.0,Pass,None,No
WHRM-01196,2026-07-14,Line B,Day,TS-01,FW-SIM-0.2,2.23,4.31,92.1,Pass,None,No
WHRM-01197,2026-07-14,Line B,Evening,TS-02,FW-SIM-0.2,3.57,3.29,88.0,Pass,None,No
WHRM-01198,2026-07-14,Line C,Evening,TS-01,FW-SIM-0.2,3.56,5.01,89.1,Fail,Slow response time,Yes
WHRM-01199,2026-07-14,Line A,Evening,TS-02,FW-SIM-0.2,2.97,4.03,86.3,Pass,None,No
WHRM-01200,2026-07-14,Line B,Day,TS-03,FW-SIM-0.2,4.06,4.16,89.8,Pass,None,No
WHRM-01201,2026-07-14,Line A,Day,TS-02,FW-SIM-0.2,2.65,4.35,90.1,Pass,None,No
WHRM-01202,2026-07-14,Line C,Day,TS-02,FW-SIM-0.2,4.1,3.6,88.2,Pass,None,No
WHRM-01203,2026-07-14,Line C,Evening,TS-03,FW-SIM-0.2,1.05,4.71,83.5,Pass,None,No
WHRM-01204,2026-07-14,Line A,Evening,TS-01,FW-SIM-0.2,1.72,4.88,91.2,Fail,Assembly defect,Yes
WHRM-01205,2026-07-14,Line A,Day,TS-02,FW-SIM-0.2,2.39,3.98,94.5,Pass,None,No
WHRM-01206,2026-07-14,Line C,Day,TS-03,FW-SIM-0.2,2.74,2.81,94.2,Pass,None,No
WHRM-01207,2026-07-14,Line A,Evening,TS-03,FW-SIM-0.2,1.74,3.66,90.1,Pass,None,No
WHRM-01208,2026-07-14,Line C,Day,TS-02,FW-SIM-0.2,2.31,4.54,87.4,Pass,None,No
WHRM-01209,2026-07-14,Line B,Evening,TS-02,FW-SIM-0.2,0.65,3.67,86.9,Pass,None,No
WHRM-01210,2026-07-14,Line A,Day,TS-02,FW-SIM-0.2,0.29,5.13,82.7,Fail,Slow response time,Yes
WHRM-01211,2026-07-14,Line C,Evening,TS-01,FW-SIM-0.2,2.08,5.48,97.6,Fail,Slow response time,No
WHRM-01212,2026-07-14,Line B,Evening,TS-03,FW-SIM-0.2,1.62,4.29,91.9,Pass,None,No
WHRM-01213,2026-07-14,Line A,Evening,TS-01,FW-SIM-0.2,1.13,5.13,94.1,Fail,Slow response time,No
WHRM-01214,2026-07-14,Line A,Day,TS-02,FW-SIM-0.2,4.21,4.53,97.0,Pass,None,No
WHRM-01215,2026-07-14,Line A,Day,TS-03,FW-SIM-0.2,3.95,4.34,87.2,Pass,None,No
WHRM-01216,2026-07-14,Line B,Day,TS-01,FW-SIM-0.2,2.82,4.16,95.2,Pass,None,No
WHRM-01217,2026-07-14,Line A,Day,TS-03,FW-SIM-0.2,1.85,3.48,80.6,Fail,Low signal quality,Yes
WHRM-01218,2026-07-14,Line C,Day,TS-01,FW-SIM-0.2,1.48,4.28,96.1,Pass,None,No
WHRM-01219,2026-07-14,Line A,Evening,TS-01,FW-SIM-0.2,0.6,4.3,94.2,Pass,None,No
WHRM-01220,2026-07-14,Line A,Day,TS-01,FW-SIM-0.2,3.89,3.59,92.1,Pass,None,No
WHRM-01221,2026-07-14,Line A,Day,TS-01,FW-SIM-0.2,1.64,5.24,78.6,Fail,Slow response time,Yes
WHRM-01222,2026-07-14,Line C,Day,TS-01,FW-SIM-0.2,2.91,3.95,82.7,Pass,None,No
WHRM-01223,2026-07-14,Line A,Day,TS-03,FW-SIM-0.2,2.22,4.38,83.6,Pass,None,No
WHRM-01224,2026-07-14,Line B,Day,TS-01,FW-SIM-0.2,2.0,4.6,96.2,Pass,None,No
WHRM-01225,2026-07-14,Line C,Day,TS-02,FW-SIM-0.2,2.07,3.84,87.4,Pass,None,No
WHRM-01226,2026-07-14,Line A,Evening,TS-01,FW-SIM-0.2,5.75,5.96,91.2,Fail,High heart-rate error,No
WHRM-01227,2026-07-14,Line A,Day,TS-01,FW-SIM-0.2,3.06,5.13,88.4,Fail,Slow response time,Yes
WHRM-01228,2026-07-14,Line A,Day,TS-01,FW-SIM-0.2,2.17,4.1,85.7,Pass,None,No
WHRM-01229,2026-07-14,Line C,Day,TS-01,FW-SIM-0.2,4.53,4.58,81.5,Fail,Low signal quality,Yes
WHRM-01230,2026-07-14,Line A,Evening,TS-02,FW-SIM-0.2,2.94,5.4,98.8,Fail,Slow response time,Yes
WHRM-01231,2026-07-14,Line A,Day,TS-01,FW-SIM-0.2,5.03,3.52,90.8,Fail,High heart-rate error,Yes
WHRM-01232,2026-07-14,Line B,Day,TS-03,FW-SIM-0.2,2.24,5.03,94.7,Fail,Slow response time,Yes
WHRM-01233,2026-07-14,Line A,Evening,TS-02,FW-SIM-0.2,0.96,5.43,93.4,Fail,Slow response time,Yes
WHRM-01234,2026-07-14,Line A,Day,TS-02,FW-SIM-0.2,2.79,2.88,95.1,Pass,None,No
WHRM-01235,2026-07-14,Line A,Evening,TS-02,FW-SIM-0.2,4.12,4.0,100.0,Pass,None,No
WHRM-01236,2026-07-14,Line C,Day,TS-02,FW-SIM-0.2,1.24,5.2,88.3,Fail,Slow response time,Yes
WHRM-01237,2026-07-14,Line A,Day,TS-02,FW-SIM-0.2,1.74,3.36,94.1,Pass,None,No
WHRM-01238,2026-07-14,Line B,Evening,TS-03,FW-SIM-0.2,0.1,4.85,96.9,Pass,None,No
WHRM-01239,2026-07-14,Line B,Day,TS-01,FW-SIM-0.2,2.24,3.78,94.9,Pass,None,No
WHRM-01240,2026-07-14,Line A,Evening,TS-03,FW-SIM-0.2,0.68,4.07,84.3,Pass,None,No
WHRM-01241,2026-07-14,Line A,Day,TS-02,FW-SIM-0.2,1.21,4.07,88.0,Pass,None,No
WHRM-01242,2026-07-14,Line C,Evening,TS-01,FW-SIM-0.2,2.32,3.93,91.9,Pass,None,No
WHRM-01243,2026-07-14,Line A,Day,TS-01,FW-SIM-0.2,3.19,4.3,87.6,Pass,None,No
WHRM-01244,2026-07-14,Line C,Evening,TS-02,FW-SIM-0.2,2.91,3.42,88.6,Pass,None,No
WHRM-01245,2026-07-15,Line B,Day,TS-01,FW-SIM-0.3,3.79,3.62,84.3,Fail,Cosmetic defect,Yes
WHRM-01246,2026-07-15,Line B,Day,TS-01,FW-SIM-0.3,4.29,3.39,92.9,Pass,None,No
WHRM-01247,2026-07-15,Line A,Evening,TS-01,FW-SIM-0.3,3.53,3.89,79.6,Fail,Low signal quality,No
WHRM-01248,2026-07-15,Line A,Day,TS-02,FW-SIM-0.3,2.07,3.51,91.3,Pass,None,No
WHRM-01249,2026-07-15,Line B,Evening,TS-01,FW-SIM-0.3,2.97,3.8,90.0,Pass,None,No
WHRM-01250,2026-07-15,Line A,Day,TS-02,FW-SIM-0.3,0.1,3.53,98.9,Pass,None,No
WHRM-01251,2026-07-15,Line C,Evening,TS-02,FW-SIM-0.3,3.45,2.77,90.0,Pass,None,No
WHRM-01252,2026-07-15,Line B,Evening,TS-02,FW-SIM-0.3,3.18,4.26,84.6,Pass,None,No
WHRM-01253,2026-07-15,Line C,Evening,TS-02,FW-SIM-0.3,2.85,4.8,86.5,Pass,None,No
WHRM-01254,2026-07-15,Line A,Day,TS-02,FW-SIM-0.3,4.77,3.26,96.9,Pass,None,No
WHRM-01255,2026-07-15,Line A,Day,TS-02,FW-SIM-0.3,1.9,2.59,89.0,Pass,None,No
WHRM-01256,2026-07-15,Line A,Day,TS-01,FW-SIM-0.3,3.05,3.68,100.0,Pass,None,No
WHRM-01257,2026-07-15,Line A,Day,TS-01,FW-SIM-0.3,2.17,4.39,92.6,Pass,None,No
WHRM-01258,2026-07-15,Line B,Day,TS-01,FW-SIM-0.3,0.88,4.43,82.8,Pass,None,No
WHRM-01259,2026-07-15,Line A,Day,TS-02,FW-SIM-0.3,3.3,4.06,91.3,Pass,None,No
WHRM-01260,2026-07-15,Line A,Day,TS-03,FW-SIM-0.3,0.1,4.25,79.8,Fail,Low signal quality,Yes
WHRM-01261,2026-07-15,Line A,Evening,TS-03,FW-SIM-0.3,3.44,3.7,83.8,Pass,None,No
WHRM-01262,2026-07-15,Line A,Day,TS-01,FW-SIM-0.3,1.2,4.88,100.0,Pass,None,No
WHRM-01263,2026-07-15,Line B,Evening,TS-02,FW-SIM-0.3,4.21,4.39,91.5,Pass,None,No
WHRM-01264,2026-07-15,Line C,Evening,TS-01,FW-SIM-0.3,1.49,3.98,87.8,Pass,None,No
WHRM-01265,2026-07-15,Line A,Day,TS-02,FW-SIM-0.3,3.86,3.39,93.9,Pass,None,No
WHRM-01266,2026-07-15,Line A,Day,TS-01,FW-SIM-0.3,0.52,4.45,86.9,Pass,None,No
WHRM-01267,2026-07-15,Line A,Evening,TS-02,FW-SIM-0.3,2.13,3.0,83.1,Pass,None,No
WHRM-01268,2026-07-15,Line B,Day,TS-02,FW-SIM-0.3,0.73,4.15,88.3,Pass,None,No
WHRM-01269,2026-07-15,Line B,Evening,TS-01,FW-SIM-0.3,2.23,4.6,92.4,Pass,None,No
WHRM-01270,2026-07-15,Line C,Day,TS-02,FW-SIM-0.3,2.76,2.52,92.8,Pass,None,No
WHRM-01271,2026-07-15,Line A,Day,TS-03,FW-SIM-0.3,1.07,4.47,92.6,Pass,None,No
WHRM-01272,2026-07-15,Line A,Day,TS-01,FW-SIM-0.3,4.33,3.82,94.4,Pass,None,No
WHRM-01273,2026-07-15,Line C,Day,TS-01,FW-SIM-0.3,1.92,3.82,77.2,Fail,Low signal quality,Yes
WHRM-01274,2026-07-15,Line A,Day,TS-02,FW-SIM-0.3,2.28,3.8,97.3,Pass,None,No
WHRM-01275,2026-07-15,Line C,Evening,TS-02,FW-SIM-0.3,1.06,4.09,87.4,Pass,None,No
WHRM-01276,2026-07-15,Line A,Evening,TS-01,FW-SIM-0.3,1.78,4.45,89.8,Pass,None,No
WHRM-01277,2026-07-15,Line C,Evening,TS-03,FW-SIM-0.3,3.89,2.68,81.5,Fail,Low signal quality,Yes
WHRM-01278,2026-07-15,Line B,Day,TS-03,FW-SIM-0.3,2.5,3.88,85.7,Pass,None,No
WHRM-01279,2026-07-15,Line B,Evening,TS-02,FW-SIM-0.3,2.38,3.16,88.1,Pass,None,No
WHRM-01280,2026-07-15,Line B,Day,TS-01,FW-SIM-0.3,4.85,3.14,91.7,Pass,None,No
WHRM-01281,2026-07-15,Line B,Day,TS-01,FW-SIM-0.3,2.51,3.81,91.7,Pass,None,No
WHRM-01282,2026-07-15,Line B,Evening,TS-03,FW-SIM-0.3,2.28,3.48,89.3,Pass,None,No
WHRM-01283,2026-07-15,Line B,Day,TS-02,FW-SIM-0.3,2.83,4.2,87.7,Pass,None,No
WHRM-01284,2026-07-15,Line C,Evening,TS-03,FW-SIM-0.3,2.15,4.19,89.2,Pass,None,No
WHRM-01285,2026-07-15,Line B,Evening,TS-02,FW-SIM-0.3,3.67,4.45,91.0,Fail,Cosmetic defect,Yes
WHRM-01286,2026-07-15,Line A,Day,TS-03,FW-SIM-0.3,1.94,3.63,89.7,Pass,None,No
WHRM-01287,2026-07-15,Line B,Day,TS-01,FW-SIM-0.3,1.26,3.39,95.4,Pass,None,No
WHRM-01288,2026-07-15,Line C,Day,TS-02,FW-SIM-0.3,5.26,3.21,90.5,Fail,High heart-rate error,Yes
WHRM-01289,2026-07-15,Line C,Day,TS-02,FW-SIM-0.3,2.1,3.97,80.5,Fail,Low signal quality,Yes
WHRM-01290,2026-07-15,Line B,Evening,TS-02,FW-SIM-0.3,3.16,3.85,84.5,Pass,None,No
WHRM-01291,2026-07-15,Line A,Day,TS-03,FW-SIM-0.3,0.56,3.18,91.2,Fail,Cosmetic defect,Yes
WHRM-01292,2026-07-15,Line B,Evening,TS-02,FW-SIM-0.3,2.73,3.59,100.0,Pass,None,No
WHRM-01293,2026-07-15,Line C,Evening,TS-02,FW-SIM-0.3,3.57,3.23,79.6,Fail,Low signal quality,No
WHRM-01294,2026-07-15,Line C,Day,TS-03,FW-SIM-0.3,3.2,3.85,88.3,Pass,None,No
WHRM-01295,2026-07-15,Line A,Day,TS-01,FW-SIM-0.3,1.54,4.15,93.9,Pass,None,No
WHRM-01296,2026-07-15,Line A,Day,TS-02,FW-SIM-0.3,1.36,3.8,95.1,Pass,None,No
WHRM-01297,2026-07-15,Line C,Day,TS-03,FW-SIM-0.3,3.97,3.74,97.2,Pass,None,No
WHRM-01298,2026-07-15,Line C,Day,TS-01,FW-SIM-0.3,2.42,3.9,81.2,Fail,Low signal quality,Yes
WHRM-01299,2026-07-15,Line B,Evening,TS-02,FW-SIM-0.3,2.26,3.71,77.8,Fail,Low signal quality,Yes
WHRM-01300,2026-07-15,Line C,Day,TS-01,FW-SIM-0.3,2.45,4.07,88.4,Pass,None,No
WHRM-01301,2026-07-15,Line A,Evening,TS-02,FW-SIM-0.3,3.42,5.64,91.1,Fail,Slow response time,Yes
WHRM-01302,2026-07-15,Line B,Day,TS-01,FW-SIM-0.3,2.17,4.87,90.1,Pass,None,No
WHRM-01303,2026-07-15,Line B,Evening,TS-02,FW-SIM-0.3,1.79,3.54,85.4,Pass,None,No
WHRM-01304,2026-07-15,Line C,Day,TS-02,FW-SIM-0.3,0.9,2.47,89.4,Pass,None,No
WHRM-01305,2026-07-15,Line C,Evening,TS-01,FW-SIM-0.3,2.66,3.29,84.5,Pass,None,No
WHRM-01306,2026-07-15,Line A,Day,TS-01,FW-SIM-0.3,1.63,2.22,98.0,Pass,None,No
WHRM-01307,2026-07-15,Line A,Evening,TS-01,FW-SIM-0.3,2.59,3.42,95.9,Pass,None,No
WHRM-01308,2026-07-15,Line B,Day,TS-02,FW-SIM-0.3,1.41,3.97,93.1,Pass,None,No
WHRM-01309,2026-07-15,Line A,Evening,TS-02,FW-SIM-0.3,1.57,3.97,96.5,Pass,None,No
WHRM-01310,2026-07-15,Line B,Evening,TS-03,FW-SIM-0.3,2.33,4.42,98.1,Pass,None,No
WHRM-01311,2026-07-15,Line C,Day,TS-03,FW-SIM-0.3,3.27,4.85,92.5,Pass,None,No
WHRM-01312,2026-07-15,Line C,Evening,TS-01,FW-SIM-0.3,1.93,4.58,95.4,Pass,None,No
WHRM-01313,2026-07-15,Line B,Evening,TS-02,FW-SIM-0.3,2.51,4.28,91.2,Pass,None,No
WHRM-01314,2026-07-15,Line C,Evening,TS-02,FW-SIM-0.3,0.78,3.77,89.7,Pass,None,No
WHRM-01315,2026-07-15,Line C,Day,TS-02,FW-SIM-0.3,1.24,3.93,81.1,Fail,Low signal quality,Yes
WHRM-01316,2026-07-15,Line C,Day,TS-01,FW-SIM-0.3,4.14,3.7,93.1,Fail,Cosmetic defect,No
WHRM-01317,2026-07-15,Line B,Day,TS-03,FW-SIM-0.3,1.14,3.25,93.6,Pass,None,No
WHRM-01318,2026-07-15,Line A,Day,TS-01,FW-SIM-0.3,1.35,2.75,86.0,Pass,None,No
WHRM-01319,2026-07-15,Line B,Day,TS-01,FW-SIM-0.3,1.91,4.98,84.9,Pass,None,No
WHRM-01320,2026-07-15,Line A,Day,TS-02,FW-SIM-0.3,3.76,5.16,91.5,Fail,Slow response time,No
WHRM-01321,2026-07-15,Line C,Day,TS-02,FW-SIM-0.3,1.11,3.75,86.7,Pass,None,No
WHRM-01322,2026-07-15,Line A,Evening,TS-03,FW-SIM-0.3,5.02,5.07,90.2,Fail,High heart-rate error,Yes
WHRM-01323,2026-07-15,Line A,Evening,TS-03,FW-SIM-0.3,2.73,3.08,85.7,Pass,None,No
WHRM-01324,2026-07-15,Line B,Evening,TS-01,FW-SIM-0.3,4.28,4.26,95.3,Pass,None,No
WHRM-01325,2026-07-15,Line A,Evening,TS-01,FW-SIM-0.3,1.73,3.52,97.4,Pass,None,No
WHRM-01326,2026-07-15,Line C,Day,TS-01,FW-SIM-0.3,4.5,3.15,99.3,Pass,None,No
WHRM-01327,2026-07-15,Line A,Day,TS-02,FW-SIM-0.3,1.42,4.12,83.4,Pass,None,No
WHRM-01328,2026-07-15,Line A,Evening,TS-03,FW-SIM-0.3,2.68,4.1,95.4,Pass,None,No
WHRM-01329,2026-07-15,Line A,Day,TS-02,FW-SIM-0.3,1.72,5.31,95.2,Fail,Slow response time,Yes
WHRM-01330,2026-07-15,Line A,Day,TS-02,FW-SIM-0.3,1.17,4.31,90.8,Pass,None,No
WHRM-01331,2026-07-15,Line A,Evening,TS-03,FW-SIM-0.3,2.4,3.26,86.4,Pass,None,No
WHRM-01332,2026-07-15,Line A,Day,TS-02,FW-SIM-0.3,2.5,3.93,92.2,Pass,None,No
WHRM-01333,2026-07-15,Line A,Evening,TS-02,FW-SIM-0.3,1.7,4.33,90.4,Pass,None,No
WHRM-01334,2026-07-16,Line C,Evening,TS-03,FW-SIM-0.3,3.65,4.02,88.0,Pass,None,No
WHRM-01335,2026-07-16,Line A,Day,TS-03,FW-SIM-0.3,3.86,3.15,83.5,Pass,None,No
WHRM-01336,2026-07-16,Line A,Evening,TS-03,FW-SIM-0.3,2.88,3.72,99.2,Pass,None,No
WHRM-01337,2026-07-16,Line A,Day,TS-01,FW-SIM-0.3,1.18,4.21,85.9,Pass,None,No
WHRM-01338,2026-07-16,Line C,Day,TS-02,FW-SIM-0.3,1.93,4.2,95.4,Pass,None,No
WHRM-01339,2026-07-16,Line C,Day,TS-02,FW-SIM-0.3,0.59,4.08,96.2,Pass,None,No
WHRM-01340,2026-07-16,Line B,Evening,TS-01,FW-SIM-0.3,1.18,4.03,90.4,Fail,Cosmetic defect,No
WHRM-01341,2026-07-16,Line A,Day,TS-03,FW-SIM-0.3,4.61,3.44,84.8,Pass,None,No
WHRM-01342,2026-07-16,Line A,Day,TS-03,FW-SIM-0.3,2.24,3.7,89.2,Pass,None,No
WHRM-01343,2026-07-16,Line B,Evening,TS-01,FW-SIM-0.3,1.49,4.11,95.4,Pass,None,No
WHRM-01344,2026-07-16,Line A,Day,TS-01,FW-SIM-0.3,1.71,4.55,86.9,Pass,None,No
WHRM-01345,2026-07-16,Line A,Evening,TS-02,FW-SIM-0.3,0.65,3.64,88.0,Pass,None,No
WHRM-01346,2026-07-16,Line B,Day,TS-02,FW-SIM-0.3,2.02,3.27,88.2,Pass,None,No
WHRM-01347,2026-07-16,Line B,Evening,TS-02,FW-SIM-0.3,4.24,3.53,83.4,Pass,None,No
WHRM-01348,2026-07-16,Line A,Day,TS-01,FW-SIM-0.3,2.03,3.43,94.6,Pass,None,No
WHRM-01349,2026-07-16,Line C,Day,TS-03,FW-SIM-0.3,3.0,4.06,89.8,Pass,None,No
WHRM-01350,2026-07-16,Line A,Day,TS-01,FW-SIM-0.3,1.23,3.85,92.7,Pass,None,No
WHRM-01351,2026-07-16,Line C,Day,TS-03,FW-SIM-0.3,3.01,2.89,95.1,Pass,None,No
WHRM-01352,2026-07-16,Line B,Day,TS-02,FW-SIM-0.3,3.67,3.42,96.9,Pass,None,No
WHRM-01353,2026-07-16,Line B,Day,TS-03,FW-SIM-0.3,4.29,3.66,83.3,Pass,None,No
WHRM-01354,2026-07-16,Line B,Day,TS-03,FW-SIM-0.3,3.44,4.67,86.7,Pass,None,No
WHRM-01355,2026-07-16,Line A,Day,TS-02,FW-SIM-0.3,2.39,4.51,90.1,Pass,None,No
WHRM-01356,2026-07-16,Line B,Evening,TS-02,FW-SIM-0.3,3.41,3.7,93.0,Pass,None,No
WHRM-01357,2026-07-16,Line B,Evening,TS-02,FW-SIM-0.3,3.03,4.24,96.0,Pass,None,No
WHRM-01358,2026-07-16,Line C,Day,TS-01,FW-SIM-0.3,4.22,4.45,85.7,Pass,None,No
WHRM-01359,2026-07-16,Line A,Evening,TS-03,FW-SIM-0.3,2.42,3.27,90.5,Pass,None,No
WHRM-01360,2026-07-16,Line A,Day,TS-03,FW-SIM-0.3,1.88,3.81,85.5,Pass,None,No
WHRM-01361,2026-07-16,Line B,Day,TS-03,FW-SIM-0.3,1.11,4.07,85.5,Pass,None,No
WHRM-01362,2026-07-16,Line C,Day,TS-03,FW-SIM-0.3,2.66,4.84,86.6,Pass,None,No
WHRM-01363,2026-07-16,Line A,Evening,TS-01,FW-SIM-0.3,1.66,4.27,83.9,Pass,None,No
WHRM-01364,2026-07-16,Line B,Evening,TS-01,FW-SIM-0.3,4.5,4.88,91.0,Pass,None,No
WHRM-01365,2026-07-16,Line C,Evening,TS-02,FW-SIM-0.3,3.32,4.27,89.6,Pass,None,No
WHRM-01366,2026-07-16,Line A,Evening,TS-01,FW-SIM-0.3,1.78,3.56,87.4,Pass,None,No
WHRM-01367,2026-07-16,Line B,Evening,TS-01,FW-SIM-0.3,4.84,3.39,86.7,Pass,None,No
WHRM-01368,2026-07-16,Line A,Day,TS-03,FW-SIM-0.3,0.1,2.87,81.9,Fail,Low signal quality,Yes
WHRM-01369,2026-07-16,Line A,Evening,TS-02,FW-SIM-0.3,3.21,4.22,88.0,Pass,None,No
WHRM-01370,2026-07-16,Line B,Evening,TS-01,FW-SIM-0.3,2.66,3.51,91.0,Pass,None,No
WHRM-01371,2026-07-16,Line C,Evening,TS-01,FW-SIM-0.3,2.3,4.53,85.9,Pass,None,No
WHRM-01372,2026-07-16,Line A,Evening,TS-01,FW-SIM-0.3,3.95,4.34,94.0,Pass,None,No
WHRM-01373,2026-07-16,Line B,Day,TS-01,FW-SIM-0.3,1.72,5.53,86.3,Fail,Slow response time,Yes
WHRM-01374,2026-07-16,Line A,Day,TS-01,FW-SIM-0.3,1.1,3.87,100.0,Fail,Assembly defect,No
WHRM-01375,2026-07-16,Line A,Day,TS-01,FW-SIM-0.3,1.61,3.74,85.5,Pass,None,No
WHRM-01376,2026-07-16,Line C,Day,TS-01,FW-SIM-0.3,1.16,3.69,95.5,Pass,None,No
WHRM-01377,2026-07-16,Line C,Evening,TS-01,FW-SIM-0.3,1.63,4.04,90.6,Pass,None,No
WHRM-01378,2026-07-16,Line C,Day,TS-02,FW-SIM-0.3,2.22,3.82,90.4,Pass,None,No
WHRM-01379,2026-07-16,Line B,Evening,TS-02,FW-SIM-0.3,1.91,3.15,96.6,Pass,None,No
WHRM-01380,2026-07-16,Line C,Day,TS-02,FW-SIM-0.3,3.58,4.47,84.3,Pass,None,No
WHRM-01381,2026-07-16,Line B,Evening,TS-01,FW-SIM-0.3,1.47,3.41,92.7,Pass,None,No
WHRM-01382,2026-07-16,Line C,Day,TS-01,FW-SIM-0.3,1.58,3.14,88.3,Pass,None,No
WHRM-01383,2026-07-16,Line C,Day,TS-03,FW-SIM-0.3,0.1,3.98,95.4,Pass,None,No
WHRM-01384,2026-07-16,Line C,Day,TS-02,FW-SIM-0.3,1.51,3.6,87.7,Pass,None,No
WHRM-01385,2026-07-16,Line B,Day,TS-01,FW-SIM-0.3,3.34,3.68,100.0,Pass,None,No
WHRM-01386,2026-07-16,Line C,Evening,TS-01,FW-SIM-0.3,1.69,3.73,88.8,Pass,None,No
WHRM-01387,2026-07-16,Line B,Evening,TS-01,FW-SIM-0.3,2.36,3.82,97.3,Pass,None,No
WHRM-01388,2026-07-16,Line B,Day,TS-02,FW-SIM-0.3,2.7,2.87,88.7,Pass,None,No
WHRM-01389,2026-07-16,Line B,Day,TS-03,FW-SIM-0.3,2.2,4.48,89.7,Pass,None,No
WHRM-01390,2026-07-16,Line A,Day,TS-01,FW-SIM-0.3,0.31,3.76,87.2,Pass,None,No
WHRM-01391,2026-07-16,Line B,Day,TS-03,FW-SIM-0.3,4.59,2.79,86.8,Pass,None,No
WHRM-01392,2026-07-16,Line A,Evening,TS-02,FW-SIM-0.3,5.2,3.89,87.8,Fail,High heart-rate error,Yes
WHRM-01393,2026-07-16,Line A,Evening,TS-02,FW-SIM-0.3,2.89,3.3,96.1,Pass,None,No
WHRM-01394,2026-07-16,Line B,Day,TS-01,FW-SIM-0.3,3.19,5.02,100.0,Fail,Slow response time,Yes
WHRM-01395,2026-07-16,Line A,Day,TS-02,FW-SIM-0.3,3.2,3.04,91.5,Pass,None,No
